ID_Transaccion,Fecha,Hora,ID_Cliente,Tipo_Cliente,Rubro,Region_Origen,Region_Destino,Tipo_Servicio,Peso_Kg,Monto_Servicio,ID_Sucursal,Estado_Envio,Fecha_Entrega_Real,Dias_Transito
ENV-1940,16/03/2025,09:04:01,C-4268,Corporativo,E-commerce,La Araucanía,Antofagasta,Paquetería,5.82,25968.0,S-04,Reclamado,,
ENV-1941,14/11/2024,13:15:09,C-786,Corporativo,Retail,La Araucanía,Biobío,Express,7.57,37710.0,S-04,En tránsito,,
ENV-1942,26/10/2024,11:25:28,C-3693,Corporativo,Educación,Valparaíso,La Araucanía,Económico,9.51,23216.0,S-04,Entregado,27/10/2024,1
ENV-1943,10/01/2025,16:37:17,C-1873,Particular,N/A,Biobío,Biobío,Certificado,1.85,13700.0,S-02,Entregado,12/01/2025,2
ENV-1944,24/12/2024,14:38:54,C-918,Corporativo,Tecnología,Metropolitana,La Araucanía,Económico,7.91,20656.0,S-01,Entregado,29/12/2024,5
ENV-1945,18/01/2025,12:30:57,C-716,Particular,N/A,Valparaíso,Metropolitana,Paquetería,3.42,20208.0,S-01,Entregado,20/01/2025,2
ENV-1946,04/02/2024,12:37:39,C-3901,Corporativo,Educación,Biobío,Antofagasta,Económico,5.68,17088.0,S-03,Entregado,05/02/2024,1
ENV-1947,09/09/2024,08:49:08,C-2063,Corporativo,Salud,Valparaíso,La Araucanía,Certificado,2.15,14300.0,S-03,Demorado,,
ENV-1948,16/01/2025,16:47:30,C-4721,Corporativo,Salud,Antofagasta,Metropolitana,Express,7.44,37320.0,S-03,En tránsito,,
ENV-1949,06/05/2024,10:05:00,C-4213,Corporativo,Banca,Valparaíso,Valparaíso,Express,9.8,44400.0,S-02,Demorado,,
ENV-1950,23/11/2024,09:11:17,C-2478,Corporativo,Educación,Antofagasta,Metropolitana,Express,8.35,40050.0,S-04,Demorado,,
ENV-1951,28/11/2024,11:46:29,C-163,Particular,N/A,Biobío,Biobío,Certificado,6.24,22480.0,S-03,Entregado,02/12/2024,4
ENV-1952,28/05/2024,14:45:34,C-2734,Corporativo,Retail,Metropolitana,Valparaíso,Express,4.97,29910.0,S-04,Entregado,29/05/2024,1
ENV-1953,18/11/2024,16:17:44,C-4952,Corporativo,E-commerce,Biobío,Valparaíso,Paquetería,5.28,24672.0,S-04,Entregado,20/11/2024,2
ENV-1954,11/01/2024,18:16:35,C-3149,Corporativo,Tecnología,Antofagasta,Antofagasta,Paquetería,9.32,34368.0,S-05,Entregado,12/01/2024,1
ENV-1955,27/07/2024,12:06:45,C-2000,Corporativo,E-commerce,Metropolitana,La Araucanía,Certificado,1.67,13340.0,S-01,Entregado,30/07/2024,3
ENV-1956,04/01/2025,12:15:04,C-3533,Particular,N/A,Metropolitana,La Araucanía,Express,5.95,32850.0,S-04,Entregado,09/01/2025,5
ENV-1957,18/11/2024,19:46:20,C-1252,Particular,N/A,La Araucanía,Antofagasta,Express,6.42,34260.0,S-02,Entregado,21/11/2024,3
ENV-1958,20/03/2024,10:43:38,C-4109,Corporativo,Educación,Metropolitana,Antofagasta,Express,9.09,42270.0,S-01,Entregado,21/03/2024,1
ENV-1959,20/11/2024,08:40:45,C-4636,Particular,N/A,Biobío,La Araucanía,Certificado,2.77,15540.0,S-02,Entregado,21/11/2024,1
ENV-1960,02/02/2025,12:03:18,C-3677,Particular,N/A,Antofagasta,Biobío,Express,7.14,36420.0,S-04,En tránsito,,
ENV-1961,22/07/2024,13:49:42,C-557,Particular,N/A,Valparaíso,La Araucanía,Paquetería,3.57,20568.0,S-01,Entregado,25/07/2024,3
ENV-1962,04/02/2025,08:44:39,C-3898,Particular,N/A,La Araucanía,La Araucanía,Económico,3.71,13936.0,S-01,En tránsito,,
ENV-1963,18/05/2024,12:37:00,C-2102,Particular,N/A,Biobío,Biobío,Express,0.91,17730.0,S-02,Demorado,,
ENV-1964,09/03/2025,15:20:58,C-3355,Corporativo,Educación,Metropolitana,La Araucanía,Económico,3.35,13360.0,S-05,Entregado,12/03/2025,3
ENV-1965,01/04/2024,19:50:25,C-4428,Corporativo,Educación,Metropolitana,La Araucanía,Express,3.31,24930.0,S-01,Entregado,07/04/2024,6
ENV-1966,27/01/2025,19:48:46,C-4727,Particular,N/A,Antofagasta,La Araucanía,Económico,0.39,8624.0,S-02,Entregado,29/01/2025,2
ENV-1967,07/02/2024,08:37:52,C-4554,Corporativo,Tecnología,Antofagasta,Valparaíso,Certificado,5.54,21080.0,S-04,Entregado,09/02/2024,2
ENV-1968,21/02/2025,18:28:54,C-557,Particular,N/A,Antofagasta,Antofagasta,Certificado,7.1,24200.0,S-05,En tránsito,,
ENV-1969,01/02/2025,14:41:06,C-1002,Particular,N/A,Valparaíso,La Araucanía,Económico,5.04,16064.0,S-02,Entregado,06/02/2025,5
ENV-1970,05/11/2024,14:25:47,C-3148,Particular,N/A,Valparaíso,Antofagasta,Económico,5.32,16512.0,S-04,Demorado,,
ENV-1971,06/01/2024,10:36:56,C-971,Particular,N/A,Biobío,Valparaíso,Express,1.15,18450.0,S-04,Demorado,,
ENV-1972,27/06/2024,08:00:58,C-2191,Particular,N/A,Biobío,Metropolitana,Express,6.88,35640.0,S-05,Entregado,03/07/2024,6
ENV-1973,15/05/2024,20:35:38,C-3099,Particular,N/A,Antofagasta,Biobío,Express,4.76,29280.0,S-02,Entregado,20/05/2024,5
ENV-1974,12/02/2025,14:48:22,C-264,Corporativo,Educación,Valparaíso,La Araucanía,Express,2.37,22110.0,S-01,Entregado,14/02/2025,2
ENV-1975,28/12/2024,10:47:02,C-754,Corporativo,Tecnología,Biobío,Metropolitana,Económico,8.57,21712.0,S-01,Entregado,01/01/2025,4
ENV-1976,29/07/2024,10:59:51,C-4459,Corporativo,E-commerce,La Araucanía,Valparaíso,Paquetería,5.7,25680.0,S-02,Entregado,30/07/2024,1
ENV-1977,23/03/2025,11:44:39,C-2820,Particular,N/A,Biobío,Valparaíso,Económico,9.99,23984.0,S-02,En tránsito,,
ENV-1978,16/12/2024,14:52:41,C-612,Corporativo,Banca,Metropolitana,La Araucanía,Económico,0.86,9376.0,S-05,En tránsito,,
ENV-1979,05/10/2024,10:36:30,C-3212,Particular,N/A,Valparaíso,Antofagasta,Certificado,5.2,20400.0,S-01,Entregado,09/10/2024,4
ENV-1980,04/06/2024,19:18:37,C-3850,Corporativo,Tecnología,La Araucanía,Valparaíso,Económico,3.11,12976.0,S-03,Demorado,,
ENV-1981,18/03/2024,20:38:16,C-3927,Corporativo,Educación,La Araucanía,La Araucanía,Express,8.63,40890.0,S-05,Demorado,,
ENV-1982,24/08/2024,15:02:49,C-1288,Particular,N/A,Biobío,Metropolitana,Certificado,1.7,13400.0,S-02,Entregado,28/08/2024,4
ENV-1983,02/03/2025,17:34:37,C-3278,Corporativo,E-commerce,Antofagasta,Metropolitana,Económico,0.11,8176.0,S-05,Entregado,08/03/2025,6
ENV-1984,12/05/2024,12:09:20,C-348,Corporativo,E-commerce,Metropolitana,Valparaíso,Certificado,4.49,18980.0,S-04,En tránsito,,
ENV-1985,05/09/2024,10:29:25,C-2142,Particular,N/A,Biobío,Valparaíso,Certificado,6.8,23600.0,S-03,En tránsito,,
ENV-1986,27/03/2024,17:59:58,C-3264,Particular,N/A,Biobío,Valparaíso,Económico,9.68,23488.0,S-02,En tránsito,,
ENV-1987,27/08/2024,16:57:42,C-3211,Corporativo,Salud,Biobío,La Araucanía,Paquetería,6.24,26976.0,S-03,Entregado,28/08/2024,1
ENV-1988,18/09/2024,10:32:57,C-3158,Particular,N/A,Antofagasta,Antofagasta,Express,1.98,20940.0,S-05,En tránsito,,
ENV-1989,24/01/2024,18:05:38,C-3708,Particular,N/A,La Araucanía,Antofagasta,Certificado,3.69,17380.0,S-03,Entregado,25/01/2024,1
ENV-1990,18/05/2024,14:39:25,C-128,Particular,N/A,La Araucanía,Valparaíso,Express,7.82,38460.0,S-02,Reclamado,,
ENV-1991,18/09/2024,12:25:31,C-1989,Corporativo,Educación,Biobío,Metropolitana,Certificado,3.36,16720.0,S-04,En tránsito,,
ENV-1992,20/02/2024,19:02:51,C-4404,Particular,N/A,La Araucanía,Antofagasta,Express,1.73,20190.0,S-02,Demorado,,
ENV-1993,16/01/2025,18:47:18,C-1071,Corporativo,E-commerce,Biobío,La Araucanía,Express,2.92,23760.0,S-03,En tránsito,,
ENV-1994,29/10/2024,10:53:40,C-601,Particular,N/A,La Araucanía,Metropolitana,Económico,0.5,8800.0,S-02,Entregado,01/11/2024,3
ENV-1995,04/08/2024,18:24:17,C-4087,Particular,N/A,Valparaíso,Biobío,Económico,7.58,20128.0,S-01,Entregado,10/08/2024,6
ENV-1996,05/02/2024,09:16:00,C-3311,Corporativo,Educación,La Araucanía,Antofagasta,Certificado,2.92,15840.0,S-02,Entregado,09/02/2024,4
ENV-1997,30/06/2024,19:53:42,C-1717,Particular,N/A,Antofagasta,La Araucanía,Económico,7.67,20272.0,S-02,Entregado,03/07/2024,3
ENV-1998,04/02/2024,18:53:06,C-879,Corporativo,Tecnología,La Araucanía,La Araucanía,Económico,8.44,21504.0,S-02,Entregado,08/02/2024,4
ENV-1999,02/12/2024,15:09:29,C-3784,Particular,N/A,Metropolitana,La Araucanía,Certificado,4.6,19200.0,S-05,Demorado,,
ENV-2000,14/08/2024,11:50:15,C-1609,Corporativo,Educación,Valparaíso,Antofagasta,Económico,8.6,21760.0,S-02,Entregado,15/08/2024,1
ENV-2001,11/01/2024,08:14:05,C-3312,Particular,N/A,Biobío,Antofagasta,Express,9.92,44760.0,S-01,Demorado,,
ENV-2002,25/03/2024,09:52:59,C-3328,Particular,N/A,La Araucanía,Antofagasta,Express,9.42,43260.0,S-04,En tránsito,,
ENV-2003,16/09/2024,09:46:02,C-3561,Particular,N/A,Valparaíso,La Araucanía,Express,9.79,44370.0,S-03,En tránsito,,
ENV-2004,29/12/2024,13:07:02,C-211,Particular,N/A,Antofagasta,Antofagasta,Económico,9.51,23216.0,S-02,Entregado,04/01/2025,6
ENV-2005,23/03/2024,11:09:52,C-2300,Corporativo,Salud,La Araucanía,Biobío,Económico,9.64,23424.0,S-04,Entregado,27/03/2024,4
ENV-2006,19/12/2024,13:07:03,C-180,Corporativo,Retail,Biobío,Biobío,Certificado,7.01,24020.0,S-03,Entregado,22/12/2024,3
ENV-2007,17/02/2024,16:58:24,C-358,Corporativo,Retail,Biobío,Antofagasta,Express,1.65,19950.0,S-04,Entregado,21/02/2024,4
ENV-2008,24/07/2024,20:39:39,C-3985,Corporativo,Retail,La Araucanía,Biobío,Express,6.5,34500.0,S-04,Entregado,30/07/2024,6
ENV-2009,21/11/2024,11:10:34,C-3428,Particular,N/A,La Araucanía,Antofagasta,Paquetería,9.91,35784.0,S-03,En tránsito,,
ENV-2010,18/12/2024,17:31:56,C-1072,Particular,N/A,Biobío,Biobío,Económico,2.52,12032.0,S-02,En tránsito,,
ENV-2011,21/05/2024,10:22:53,C-4879,Particular,N/A,Biobío,Biobío,Paquetería,6.85,28440.0,S-05,Demorado,,
ENV-2012,05/11/2024,17:25:52,C-1443,Particular,N/A,Valparaíso,Metropolitana,Express,1.38,19140.0,S-02,En tránsito,,
ENV-2013,04/06/2024,16:50:51,C-1549,Particular,N/A,Antofagasta,Antofagasta,Paquetería,9.98,35952.0,S-05,Entregado,05/06/2024,1
ENV-2014,16/04/2024,17:42:10,C-4132,Corporativo,Retail,La Araucanía,Metropolitana,Express,4.26,27780.0,S-03,Reclamado,,
ENV-2015,27/09/2024,13:33:54,C-3083,Corporativo,E-commerce,La Araucanía,Valparaíso,Certificado,3.57,17140.0,S-05,Entregado,29/09/2024,2
ENV-2016,16/04/2024,09:59:40,C-2326,Corporativo,Educación,La Araucanía,Antofagasta,Paquetería,2.15,17160.0,S-05,Entregado,19/04/2024,3
ENV-2017,01/05/2024,20:48:03,C-649,Corporativo,Salud,Antofagasta,La Araucanía,Económico,8.52,21632.0,S-02,Entregado,04/05/2024,3
ENV-2018,29/03/2025,19:51:36,C-4488,Corporativo,Tecnología,Valparaíso,Metropolitana,Económico,6.16,17856.0,S-03,Entregado,31/03/2025,2
ENV-2019,19/06/2024,12:06:28,C-347,Particular,N/A,Valparaíso,Valparaíso,Express,5.8,32400.0,S-04,Entregado,20/06/2024,1
ENV-2020,17/05/2024,09:00:55,C-3386,Particular,N/A,Metropolitana,Metropolitana,Certificado,2.56,15120.0,S-02,Entregado,19/05/2024,2
ENV-2021,05/02/2024,18:03:47,C-1198,Particular,N/A,Biobío,Antofagasta,Express,1.42,19260.0,S-01,Entregado,10/02/2024,5
ENV-2022,08/02/2024,12:35:19,C-3826,Particular,N/A,Metropolitana,Biobío,Certificado,0.74,11480.0,S-04,Entregado,14/02/2024,6
ENV-2023,23/12/2024,17:59:39,C-1303,Particular,N/A,La Araucanía,La Araucanía,Económico,6.11,17776.0,S-01,Demorado,,
ENV-2024,01/03/2025,19:50:16,C-2434,Particular,N/A,Antofagasta,Metropolitana,Express,7.32,36960.0,S-03,Entregado,04/03/2025,3
ENV-2025,24/09/2024,15:24:07,C-326,Corporativo,Salud,Valparaíso,Metropolitana,Económico,4.31,14896.0,S-01,Entregado,28/09/2024,4
ENV-2026,03/12/2024,20:41:14,C-2464,Particular,N/A,Antofagasta,Antofagasta,Express,1.08,18240.0,S-03,Entregado,08/12/2024,5
ENV-2027,07/07/2024,12:42:49,C-4794,Particular,N/A,Metropolitana,Antofagasta,Express,0.98,17940.0,S-05,Entregado,12/07/2024,5
ENV-2028,27/08/2024,10:32:32,C-2398,Particular,N/A,Metropolitana,Valparaíso,Express,5.34,31020.0,S-05,Entregado,01/09/2024,5
ENV-2029,18/09/2024,19:01:23,C-257,Particular,N/A,Biobío,Antofagasta,Económico,3.43,13488.0,S-03,Entregado,24/09/2024,6
ENV-2030,12/10/2024,17:28:06,C-4289,Corporativo,E-commerce,La Araucanía,Valparaíso,Certificado,6.65,23300.0,S-04,Demorado,,
ENV-2031,12/01/2025,20:51:43,C-2683,Corporativo,E-commerce,Valparaíso,Biobío,Express,9.54,43620.0,S-04,Entregado,15/01/2025,3
ENV-2032,26/01/2024,10:17:07,C-2408,Corporativo,Educación,Metropolitana,Valparaíso,Express,0.58,16740.0,S-03,Reclamado,,
ENV-2033,27/03/2024,13:16:48,C-261,Particular,N/A,La Araucanía,La Araucanía,Express,1.3,18900.0,S-05,En tránsito,,
ENV-2034,01/06/2024,16:21:59,C-3995,Particular,N/A,Antofagasta,Biobío,Paquetería,6.12,26688.0,S-04,Entregado,08/06/2024,7
ENV-2035,30/11/2024,14:35:14,C-712,Corporativo,Retail,Valparaíso,Valparaíso,Paquetería,3.03,19272.0,S-04,Reclamado,,
ENV-2036,11/01/2025,18:00:14,C-1339,Particular,N/A,La Araucanía,Biobío,Económico,7.22,19552.0,S-02,En tránsito,,
ENV-2037,31/12/2024,19:53:30,C-4879,Corporativo,Tecnología,Valparaíso,Metropolitana,Express,4.9,29700.0,S-02,Reclamado,,
ENV-2038,21/02/2025,13:41:08,C-3140,Particular,N/A,Valparaíso,Valparaíso,Económico,9.55,23280.0,S-05,Entregado,26/02/2025,5
ENV-2039,11/10/2024,14:42:21,C-4040,Particular,N/A,Biobío,Biobío,Paquetería,3.65,20760.0,S-03,Entregado,18/10/2024,7
ENV-2040,18/05/2024,12:39:28,C-2162,Corporativo,Banca,Valparaíso,Antofagasta,Certificado,7.28,24560.0,S-05,Entregado,21/05/2024,3
ENV-2041,01/07/2024,09:16:03,C-3680,Particular,N/A,Valparaíso,Metropolitana,Económico,5.97,17552.0,S-01,Entregado,04/07/2024,3
ENV-2042,08/11/2024,16:18:45,C-185,Corporativo,Educación,Valparaíso,Biobío,Económico,7.05,19280.0,S-04,En tránsito,,
ENV-2043,13/01/2025,16:20:12,C-3441,Particular,N/A,Metropolitana,La Araucanía,Paquetería,2.93,19032.0,S-03,Reclamado,,
ENV-2044,28/04/2024,20:14:53,C-287,Particular,N/A,Metropolitana,Valparaíso,Paquetería,5.55,25320.0,S-01,En tránsito,,
ENV-2045,19/07/2024,19:15:24,C-2417,Particular,N/A,Biobío,Metropolitana,Certificado,0.17,10340.0,S-05,Demorado,,
ENV-2046,14/10/2024,13:16:55,C-403,Particular,N/A,Valparaíso,Valparaíso,Paquetería,9.51,34824.0,S-01,Reclamado,,
ENV-2047,23/07/2024,08:31:49,C-2843,Corporativo,Educación,La Araucanía,Biobío,Económico,4.44,15104.0,S-01,En tránsito,,
ENV-2048,29/03/2024,16:08:27,C-1635,Particular,N/A,La Araucanía,La Araucanía,Paquetería,3.63,20712.0,S-01,Entregado,05/04/2024,7
ENV-2049,04/09/2024,20:30:05,C-2805,Particular,N/A,Metropolitana,Valparaíso,Económico,1.11,9776.0,S-04,Entregado,08/09/2024,4
ENV-2050,08/02/2025,13:53:17,C-1482,Corporativo,Tecnología,Valparaíso,Biobío,Express,2.45,22350.0,S-01,Entregado,10/02/2025,2
ENV-2051,12/05/2024,10:06:27,C-2006,Particular,N/A,Biobío,Antofagasta,Económico,3.04,12864.0,S-03,En tránsito,,
ENV-2052,19/03/2025,14:09:07,C-1133,Particular,N/A,La Araucanía,Valparaíso,Certificado,4.84,19680.0,S-02,En tránsito,,
ENV-2053,08/11/2024,18:28:52,C-746,Corporativo,Salud,Biobío,Metropolitana,Económico,4.21,14736.0,S-05,En tránsito,,
ENV-2054,17/06/2024,16:42:51,C-334,Particular,N/A,Valparaíso,La Araucanía,Económico,0.66,9056.0,S-04,Reclamado,,
ENV-2055,01/01/2025,11:10:13,C-773,Particular,N/A,Valparaíso,Antofagasta,Certificado,5.93,21860.0,S-03,Entregado,06/01/2025,5
ENV-2056,23/04/2024,12:23:53,C-1266,Particular,N/A,Valparaíso,La Araucanía,Express,0.76,17280.0,S-03,Demorado,,
ENV-2057,12/05/2024,14:22:47,C-2518,Particular,N/A,La Araucanía,Antofagasta,Certificado,2.86,15720.0,S-04,Entregado,14/05/2024,2
ENV-2058,08/11/2024,12:36:48,C-2589,Corporativo,Educación,Valparaíso,Biobío,Económico,9.32,22912.0,S-04,Entregado,12/11/2024,4
ENV-2059,27/12/2024,10:01:14,C-4039,Particular,N/A,La Araucanía,Biobío,Económico,7.05,19280.0,S-05,Demorado,,
ENV-2060,05/05/2024,11:30:57,C-4854,Particular,N/A,Metropolitana,Antofagasta,Certificado,6.87,23740.0,S-04,Entregado,07/05/2024,2
ENV-2061,08/03/2025,15:34:01,C-4700,Corporativo,Salud,La Araucanía,Biobío,Express,3.63,25890.0,S-05,Entregado,09/03/2025,1
ENV-2062,04/12/2024,13:01:58,C-4908,Corporativo,Banca,La Araucanía,Valparaíso,Económico,6.0,17600.0,S-02,En tránsito,,
ENV-2063,16/01/2024,20:11:44,C-3884,Particular,N/A,Metropolitana,La Araucanía,Económico,8.23,21168.0,S-03,En tránsito,,
ENV-2064,12/03/2025,11:16:41,C-176,Particular,N/A,Metropolitana,Valparaíso,Express,7.81,38430.0,S-02,En tránsito,,
ENV-2065,20/03/2025,11:04:27,C-3155,Particular,N/A,Antofagasta,Biobío,Económico,7.53,20048.0,S-03,Entregado,27/03/2025,7
ENV-2066,14/11/2024,19:23:44,C-4733,Corporativo,Educación,Antofagasta,La Araucanía,Paquetería,5.36,24864.0,S-02,Entregado,15/11/2024,1
ENV-2067,25/07/2024,13:48:52,C-4457,Corporativo,E-commerce,Metropolitana,La Araucanía,Certificado,7.48,24960.0,S-01,Entregado,27/07/2024,2
ENV-2068,11/06/2024,20:12:06,C-3108,Particular,N/A,Antofagasta,La Araucanía,Certificado,2.26,14520.0,S-02,Entregado,12/06/2024,1
ENV-2069,09/08/2024,08:59:25,C-1922,Particular,N/A,Valparaíso,Biobío,Express,5.23,30690.0,S-02,En tránsito,,
ENV-2070,24/01/2025,13:36:21,C-4305,Corporativo,Tecnología,Biobío,Biobío,Express,8.15,39450.0,S-05,Entregado,30/01/2025,6
ENV-2071,07/05/2024,18:50:26,C-1166,Particular,N/A,La Araucanía,Valparaíso,Certificado,2.84,15680.0,S-03,Entregado,08/05/2024,1
ENV-2072,06/02/2025,13:37:50,C-4507,Corporativo,Salud,Metropolitana,Metropolitana,Certificado,5.09,20180.0,S-01,En tránsito,,
ENV-2073,17/05/2024,19:16:25,C-857,Particular,N/A,Biobío,Antofagasta,Económico,6.56,18496.0,S-01,En tránsito,,
ENV-2074,07/04/2024,15:17:49,C-3418,Particular,N/A,Metropolitana,Valparaíso,Express,0.9,17700.0,S-05,Demorado,,
ENV-2075,07/02/2024,13:39:04,C-4532,Particular,N/A,Metropolitana,La Araucanía,Express,1.54,19620.0,S-01,Demorado,,
ENV-2076,16/11/2024,18:59:54,C-3161,Particular,N/A,Valparaíso,La Araucanía,Express,5.98,32940.0,S-04,Entregado,17/11/2024,1
ENV-2077,09/01/2025,14:14:39,C-1833,Particular,N/A,La Araucanía,Biobío,Paquetería,4.2,22080.0,S-04,Entregado,13/01/2025,4
ENV-2078,25/03/2024,15:56:22,C-4563,Particular,N/A,La Araucanía,Valparaíso,Express,1.4,19200.0,S-05,Entregado,30/03/2024,5
ENV-2079,21/03/2025,20:18:45,C-70,Particular,N/A,La Araucanía,Valparaíso,Certificado,8.11,26220.0,S-04,Entregado,28/03/2025,7
ENV-2080,23/10/2024,08:06:38,C-4884,Corporativo,E-commerce,Biobío,Valparaíso,Económico,7.18,19488.0,S-05,En tránsito,,
ENV-2081,15/08/2024,16:03:10,C-4682,Particular,N/A,Metropolitana,Valparaíso,Certificado,9.76,29520.0,S-04,Entregado,20/08/2024,5
ENV-2082,24/10/2024,17:48:14,C-4607,Particular,N/A,La Araucanía,Biobío,Económico,0.5,8800.0,S-05,Entregado,25/10/2024,1
ENV-2083,07/01/2025,20:56:34,C-2591,Corporativo,Tecnología,Metropolitana,Valparaíso,Express,8.05,39150.0,S-04,Entregado,09/01/2025,2
ENV-2084,16/03/2024,12:18:27,C-3360,Corporativo,E-commerce,Valparaíso,Biobío,Certificado,4.97,19940.0,S-05,En tránsito,,
ENV-2085,06/11/2024,14:39:00,C-3183,Particular,N/A,Biobío,La Araucanía,Económico,2.03,11248.0,S-02,Entregado,09/11/2024,3
ENV-2086,14/05/2024,09:25:09,C-4572,Corporativo,Banca,Biobío,Antofagasta,Económico,1.51,10416.0,S-03,Entregado,19/05/2024,5
ENV-2087,23/08/2024,19:37:13,C-1790,Corporativo,Retail,Metropolitana,Valparaíso,Certificado,2.07,14140.0,S-01,Entregado,30/08/2024,7
ENV-2088,26/09/2024,15:42:59,C-1087,Corporativo,Retail,Biobío,Antofagasta,Económico,0.17,8272.0,S-04,Entregado,01/10/2024,5
ENV-2089,24/03/2024,12:06:26,C-3581,Particular,N/A,Metropolitana,Antofagasta,Express,1.3,18900.0,S-04,En tránsito,,
ENV-2090,11/03/2024,20:41:58,C-1448,Particular,N/A,Biobío,Valparaíso,Express,6.94,35820.0,S-04,Entregado,17/03/2024,6
ENV-2091,02/02/2025,10:45:42,C-897,Particular,N/A,La Araucanía,Biobío,Económico,2.99,12784.0,S-01,Entregado,04/02/2025,2
ENV-2092,11/03/2024,15:13:41,C-4652,Corporativo,Tecnología,Valparaíso,Valparaíso,Express,4.98,29940.0,S-01,En tránsito,,
ENV-2093,01/01/2025,12:35:49,C-923,Particular,N/A,La Araucanía,Antofagasta,Certificado,8.82,27640.0,S-02,Demorado,,
ENV-2094,13/08/2024,08:55:19,C-2441,Particular,N/A,Biobío,La Araucanía,Certificado,5.29,20580.0,S-04,Reclamado,,
ENV-2095,03/07/2024,12:50:08,C-1439,Particular,N/A,Metropolitana,Valparaíso,Express,7.09,36270.0,S-05,Entregado,05/07/2024,2
ENV-2096,07/06/2024,12:52:41,C-2882,Corporativo,Retail,Valparaíso,La Araucanía,Certificado,1.6,13200.0,S-01,Entregado,13/06/2024,6
ENV-2097,19/01/2025,13:30:08,C-3871,Particular,N/A,Metropolitana,Valparaíso,Paquetería,4.42,22608.0,S-04,Entregado,23/01/2025,4
ENV-2098,24/07/2024,14:21:33,C-4077,Particular,N/A,Biobío,Valparaíso,Paquetería,8.92,33408.0,S-05,Reclamado,,
ENV-2099,03/05/2024,13:13:17,C-4317,Particular,N/A,La Araucanía,Valparaíso,Certificado,1.68,13360.0,S-01,En tránsito,,
ENV-2100,29/02/2024,08:19:32,C-1315,Corporativo,Salud,La Araucanía,Biobío,Certificado,1.27,12540.0,S-02,Demorado,,
ENV-2101,02/01/2025,17:18:31,C-4818,Particular,N/A,Biobío,Valparaíso,Express,8.24,39720.0,S-04,En tránsito,,
ENV-2102,15/04/2024,12:16:10,C-2190,Corporativo,Retail,Biobío,Antofagasta,Express,0.67,17010.0,S-04,Entregado,16/04/2024,1
ENV-2103,02/01/2025,12:16:51,C-1966,Corporativo,Tecnología,Biobío,Metropolitana,Certificado,2.4,14800.0,S-01,Entregado,06/01/2025,4
ENV-2104,14/12/2024,17:09:16,C-2163,Particular,N/A,La Araucanía,Antofagasta,Paquetería,5.99,26376.0,S-04,En tránsito,,
ENV-2105,05/06/2024,14:56:43,C-578,Particular,N/A,Valparaíso,Antofagasta,Express,7.14,36420.0,S-03,Entregado,06/06/2024,1
ENV-2106,04/02/2024,13:42:53,C-4172,Particular,N/A,Antofagasta,Biobío,Económico,4.39,15024.0,S-03,Entregado,05/02/2024,1
ENV-2107,24/02/2024,17:46:10,C-2666,Particular,N/A,La Araucanía,Antofagasta,Express,4.85,29550.0,S-02,Entregado,28/02/2024,4
ENV-2108,26/04/2024,14:02:05,C-2006,Particular,N/A,Biobío,Valparaíso,Económico,0.96,9536.0,S-02,Entregado,03/05/2024,7
ENV-2109,22/07/2024,17:13:59,C-4998,Particular,N/A,Valparaíso,Metropolitana,Económico,6.14,17824.0,S-03,En tránsito,,
ENV-2110,13/06/2024,13:03:33,C-4557,Corporativo,Salud,Metropolitana,Metropolitana,Express,2.88,23640.0,S-02,En tránsito,,
ENV-2111,09/09/2024,19:19:02,C-1799,Corporativo,Tecnología,La Araucanía,Valparaíso,Económico,9.2,22720.0,S-05,Entregado,15/09/2024,6
ENV-2112,21/02/2024,14:50:06,C-2153,Particular,N/A,La Araucanía,Valparaíso,Certificado,2.46,14920.0,S-04,Entregado,24/02/2024,3
ENV-2113,05/04/2024,17:40:44,C-1323,Particular,N/A,Valparaíso,Metropolitana,Paquetería,7.53,30072.0,S-03,Entregado,09/04/2024,4
ENV-2114,24/01/2024,13:08:58,C-1074,Corporativo,E-commerce,Biobío,Valparaíso,Certificado,7.08,24160.0,S-03,En tránsito,,
ENV-2115,29/01/2024,08:22:15,C-466,Particular,N/A,La Araucanía,Biobío,Paquetería,1.32,15168.0,S-01,Reclamado,,
ENV-2116,18/02/2025,17:22:33,C-3792,Corporativo,E-commerce,La Araucanía,Antofagasta,Económico,2.17,11472.0,S-04,En tránsito,,
ENV-2117,01/11/2024,14:45:15,C-2922,Corporativo,Retail,La Araucanía,Antofagasta,Express,2.05,21150.0,S-05,Demorado,,
ENV-2118,12/01/2024,16:05:02,C-1057,Particular,N/A,La Araucanía,Antofagasta,Económico,7.86,20576.0,S-05,En tránsito,,
ENV-2119,31/03/2025,13:01:41,C-2036,Corporativo,E-commerce,Metropolitana,Valparaíso,Certificado,5.56,21120.0,S-03,Entregado,06/04/2025,6
ENV-2120,20/01/2025,15:01:10,C-2495,Corporativo,Salud,Metropolitana,Valparaíso,Express,5.13,30390.0,S-05,Entregado,22/01/2025,2
ENV-2121,20/04/2024,17:56:47,C-340,Corporativo,Retail,Metropolitana,Biobío,Express,7.45,37350.0,S-05,En tránsito,,
ENV-2122,15/12/2024,11:42:39,C-3477,Particular,N/A,Valparaíso,Valparaíso,Certificado,8.79,27580.0,S-05,Entregado,20/12/2024,5
